Date,Close
2011-01-03,77.41999816894531
2011-01-04,77.75
2011-01-05,79.47000122070312
2011-01-06,79.20999908447266
2011-01-07,79.16999816894531
2011-01-10,77.98999786376953
2011-01-11,80.98999786376953
2011-01-12,80.19000244140625
2011-01-13,79.91999816894531
2011-01-14,82.12999725341797
2011-01-18,82.02999877929688
2011-01-19,80.5
2011-01-20,79.44000244140625
2011-01-21,78.6500015258789
2011-01-24,78.94000244140625
2011-01-25,77.16999816894531
2011-01-26,79.3499984741211
2011-01-27,79.25
2011-01-28,81.51000213623047
2011-01-31,84.12000274658203
2011-02-01,85.36000061035156
2011-02-02,83.87999725341797
2011-02-03,83.13999938964844
2011-02-04,82.33999633789062
2011-02-07,83.1500015258789
2011-02-08,82.66999816894531
2011-02-09,80.08999633789062
2011-02-10,81.29000091552734
2011-02-11,80.5999984741211
2011-02-14,82.33000183105469
2011-02-15,81.19000244140625
2011-02-16,83.83999633789062
2011-02-17,84.12999725341797
2011-02-18,85.0
2011-02-22,80.76000213623047
2011-02-23,84.94999694824219
2011-02-24,83.7300033569336
2011-02-25,84.80000305175781
2011-02-28,87.02999877929688
2011-03-01,84.66000366210938
2011-03-02,84.51000213623047
2011-03-03,85.19999694824219
2011-03-04,84.23999786376953
2011-03-07,84.36000061035156
2011-03-08,83.80999755859375
2011-03-09,83.0999984741211
2011-03-10,78.73999786376953
2011-03-11,80.18000030517578
2011-03-14,79.3499984741211
2011-03-15,78.52999877929688
2011-03-16,78.30999755859375
2011-03-17,80.30999755859375
2011-03-18,79.58999633789062
2011-03-21,82.16999816894531
2011-03-22,82.0999984741211
2011-03-23,80.66000366210938
2011-03-24,82.1500015258789
2011-03-25,84.36000061035156
2011-03-28,82.97000122070312
2011-03-29,83.37000274658203
2011-03-30,83.80999755859375
2011-03-31,85.20999908447266
2011-04-01,86.73999786376953
2011-04-04,85.87999725341797
2011-04-05,86.3499984741211
2011-04-06,84.80999755859375
2011-04-07,84.52999877929688
2011-04-08,84.23999786376953
2011-04-11,81.77999877929688
2011-04-12,80.30999755859375
2011-04-13,79.66999816894531
2011-04-14,79.6500015258789
2011-04-15,78.87999725341797
2011-04-18,77.20999908447266
2011-04-19,78.55999755859375
2011-04-20,80.55000305175781
2011-04-21,80.68000030517578
2011-04-25,80.0
2011-04-26,80.66999816894531
2011-04-27,82.73999786376953
2011-04-28,83.94000244140625
2011-04-29,85.95999908447266
2011-05-02,83.55999755859375
2011-05-03,79.83000183105469
2011-05-04,77.43000030517578
2011-05-05,76.5199966430664
2011-05-06,77.47000122070312
2011-05-09,79.94999694824219
2011-05-10,79.66999816894531
2011-05-11,77.06999969482422
