Date,Close
2011-01-03,23.975000381469727
2011-01-04,23.59000015258789
2011-01-05,23.612499237060547
2011-01-06,23.657499313354492
2011-01-07,23.719999313354492
2011-01-10,23.822500228881836
2011-01-11,24.020000457763672
2011-01-12,23.987499237060547
2011-01-13,23.854999542236328
2011-01-14,24.22249984741211
2011-01-18,24.415000915527344
2011-01-19,24.040000915527344
2011-01-20,24.037500381469727
2011-01-21,24.09749984741211
2011-01-24,24.299999237060547
2011-01-25,24.075000762939453
2011-01-26,24.09749984741211
2011-01-27,24.219999313354492
2011-01-28,24.122499465942383
2011-01-31,24.712499618530273
2011-02-01,25.02750015258789
2011-02-02,24.662500381469727
2011-02-03,24.3125
2011-02-04,24.719999313354492
2011-02-07,24.9325008392334
2011-02-08,25.157499313354492
2011-02-09,24.362499237060547
2011-02-10,24.542499542236328
2011-02-11,24.677499771118164
2011-02-14,24.542499542236328
2011-02-15,24.772499084472656
2011-02-16,24.915000915527344
2011-02-17,25.022499084472656
2011-02-18,24.94499969482422
2011-02-22,24.530000686645508
2011-02-23,24.110000610351562
2011-02-24,24.407499313354492
2011-02-25,25.197500228881836
2011-02-28,25.112499237060547
2011-03-01,25.207500457763672
2011-03-02,25.467500686645508
2011-03-03,26.135000228881836
2011-03-04,26.072500228881836
2011-03-07,25.655000686645508
2011-03-08,25.764999389648438
2011-03-09,25.950000762939453
2011-03-10,25.5575008392334
2011-03-11,25.799999237060547
2011-03-14,25.88249969482422
2011-03-15,25.375
2011-03-16,25.267499923706055
2011-03-17,25.670000076293945
2011-03-18,25.774999618530273
2011-03-21,26.502500534057617
2011-03-22,26.950000762939453
2011-03-23,27.020000457763672
2011-03-24,27.162500381469727
2011-03-25,27.2450008392334
2011-03-28,27.212499618530273
2011-03-29,27.462499618530273
2011-03-30,27.572500228881836
2011-03-31,27.799999237060547
2011-04-01,28.225000381469727
2011-04-04,28.407499313354492
2011-04-05,28.607500076293945
2011-04-06,28.15250015258789
2011-04-07,27.397499084472656
2011-04-08,27.267499923706055
2011-04-11,27.377500534057617
2011-04-12,27.227500915527344
2011-04-13,27.84749984741211
2011-04-14,27.90250015258789
2011-04-15,27.93000030517578
2011-04-18,27.47249984741211
2011-04-19,27.477500915527344
2011-04-20,28.145000457763672
2011-04-21,28.077499389648438
2011-04-25,27.857500076293945
2011-04-26,27.90999984741211
2011-04-27,27.982500076293945
2011-04-28,28.022499084472656
2011-04-29,30.045000076293945
2011-05-02,30.309999465942383
2011-05-03,29.81999969482422
2011-05-04,29.6924991607666
2011-05-05,29.502500534057617
2011-05-06,29.78499984741211
2011-05-09,29.9950008392334
2011-05-10,29.975000381469727
2011-05-11,30.022499084472656
2011-05-12,29.940000534057617
2011-05-13,29.81999969482422
2011-05-16,29.559999465942383
2011-05-17,29.479999542236328
2011-05-18,30.709999084472656
2011-05-19,31.049999237060547
2011-05-20,30.889999389648438
2011-05-23,30.270000457763672
2011-05-24,29.717500686645508
2011-05-25,30.045000076293945
2011-05-26,30.1200008392334
2011-05-27,30.06999969482422
2011-05-31,30.024999618530273
2011-06-01,29.787500381469727
2011-06-02,29.5
2011-06-03,29.0674991607666
2011-06-06,29.290000915527344
2011-06-07,29.172500610351562
2011-06-08,29.372499465942383
2011-06-09,29.360000610351562
2011-06-10,28.987499237060547
2011-06-13,29.0
2011-06-14,29.614999771118164
2011-06-15,29.25749969482422
2011-06-16,29.059999465942383
2011-06-17,29.270000457763672
2011-06-20,29.350000381469727
2011-06-21,29.6825008392334
2011-06-22,29.415000915527344
2011-06-23,29.212499618530273
2011-06-24,29.010000228881836
2011-06-27,29.489999771118164
2011-06-28,30.200000762939453
2011-06-29,30.264999389648438
2011-06-30,30.55500030517578
2011-07-01,31.270000457763672
2011-07-05,31.5
2011-07-06,31.829999923706055
2011-07-07,32.14500045776367
2011-07-08,32.029998779296875
2011-07-11,31.415000915527344
2011-07-12,31.145000457763672
2011-07-13,31.280000686645508
2011-07-14,30.899999618530273
2011-07-15,30.950000762939453
2011-07-18,30.770000457763672
2011-07-19,31.774999618530273
2011-07-20,31.18000030517578
2011-07-21,31.959999084472656
2011-07-22,32.525001525878906
2011-07-25,32.084999084472656
2011-07-26,31.524999618530273
2011-07-27,30.924999237060547
2011-07-28,31.010000228881836
2011-07-29,33.244998931884766
2011-08-01,33.06999969482422
2011-08-02,32.220001220703125
2011-08-03,32.34000015258789
2011-08-04,30.360000610351562
2011-08-05,29.969999313354492
2011-08-08,27.6200008392334
2011-08-09,29.15999984741211
2011-08-10,27.46500015258789
2011-08-11,29.05500030517578
2011-08-12,29.09000015258789
2011-08-15,29.770000457763672
2011-08-16,29.405000686645508
2011-08-17,28.969999313354492
2011-08-18,27.690000534057617
2011-08-19,27.94499969482422
2011-08-22,28.270000457763672
2011-08-23,30.844999313354492
2011-08-24,31.524999618530273
2011-08-25,30.979999542236328
2011-08-26,32.5099983215332
2011-08-29,33.224998474121094
2011-08-30,33.654998779296875
2011-08-31,32.97999954223633
2011-09-01,32.709999084472656
2011-09-02,32.0
2011-09-06,32.224998474121094
2011-09-07,33.0
2011-09-08,33.02000045776367
2011-09-09,31.700000762939453
2011-09-12,32.150001525878906
2011-09-13,33.17499923706055
2011-09-14,34.16999816894531
2011-09-15,33.70500183105469
2011-09-16,33.900001525878906
2011-09-19,33.685001373291016
2011-09-20,35.13999938964844
2011-09-21,34.625
2011-09-22,34.29499816894531
2011-09-23,34.58000183105469
2011-09-26,35.650001525878906
2011-09-27,36.439998626708984
2011-09-28,35.18000030517578
2011-09-29,35.244998931884766
2011-09-30,34.2599983215332
2011-10-03,32.779998779296875
2011-10-04,32.494998931884766
2011-10-05,33.95500183105469
2011-10-06,33.5
2011-10-07,33.0
2011-10-10,34.209999084472656
2011-10-11,34.65999984741211
2011-10-12,33.91999816894531
2011-10-13,34.415000915527344
2011-10-14,34.98500061035156
2011-10-17,32.915000915527344
2011-10-18,32.849998474121094
2011-10-19,32.70000076293945
2011-10-20,32.849998474121094
2011-10-21,33.415000915527344
2011-10-24,34.224998474121094
