,0
0,57.411950411340584
1,57.417836831224356
2,57.42372325110813
3,57.4296096709919
4,57.435496090875674
5,57.44138251075945
6,57.447268930643226
7,57.453155350527
8,57.45904177041077
9,57.46492819029454
10,57.470814610178316
11,57.47670103006209
12,57.48258744994586
13,57.48847386982964
14,57.49436028971341
15,57.500246709597185
16,57.50613312948096
17,57.51201954936473
18,57.5179059692485
19,57.523792389132275
20,57.52967880901605
21,57.53556522889982
22,57.5414516487836
23,57.54733806866737
24,57.553224488551145
25,57.55911090843492
26,57.56499732831869
27,57.57088374820246
28,57.576770168086234
29,57.58265658797001
30,57.58854300785379
31,57.59442942773756
32,57.60031584762133
33,57.606202267505104
34,57.61208868738888
35,57.61797510727265
36,57.62386152715642
37,57.629747947040194
38,57.635634366923966
39,57.641520786807746
40,57.64740720669152
41,57.65329362657529
42,57.65918004645906
43,57.665066466342836
44,57.67095288622661
45,57.67683930611038
46,57.68272572599415
47,57.68861214587793
48,57.694498565761705
49,57.70038498564548
50,57.70627140552925
51,57.71215782541302
52,57.718044245296795
53,57.72393066518057
54,57.72981708506434
55,57.73570350494812
56,57.74158992483189
57,57.747476344715665
58,57.75336276459944
59,57.75924918448321
60,57.76513560436698
61,57.771022024250755
62,57.77690844413453
63,57.7827948640183
64,57.78868128390208
65,57.79456770378585
66,57.800454123669624
67,57.8063405435534
68,57.81222696343717
69,57.81811338332094
70,57.823999803204714
71,57.82988622308849
72,57.835772642972266
73,57.84165906285604
74,57.84754548273981
75,57.85343190262358
76,57.859318322507356
77,57.86520474239113
78,57.8710911622749
79,57.87697758215867
80,57.882864002042446
81,57.888750421926225
82,57.89463684181
83,57.90052326169377
84,57.90640968157754
85,57.912296101461315
86,57.91818252134509
87,57.92406894122886
88,57.92995536111263
89,57.93584178099641
90,57.941728200880185
91,57.94761462076396
92,57.95350104064773
93,57.9593874605315
94,57.965273880415275
95,57.97116030029905
96,57.97704672018282
97,57.98293314006659
98,57.98881955995037
99,57.994705979834144
100,58.00059239971792
101,58.00647881960169
102,58.01236523948546
103,58.018251659369234
104,58.02413807925301
105,58.03002449913678
106,58.03591091902056
107,58.04179733890433
108,58.047683758788104
109,58.053570178671876
110,58.05945659855565
111,58.06534301843942
112,58.07122943832319
113,58.077115858206966
114,58.083002278090746
115,58.08888869797452
116,58.09477511785829
117,58.10066153774206
118,58.106547957625835
119,58.11243437750961
120,58.11832079739338
121,58.12420721727715
122,58.130093637160925
123,58.135980057044705
124,58.14186647692848
125,58.14775289681225
