,0
0,47.47560652279155
1,47.550957917686404
2,47.626309312581256
3,47.70166070747611
4,47.77701210237096
5,47.85236349726581
6,47.927714892160665
7,48.00306628705552
8,48.07841768195038
9,48.15376907684523
10,48.22912047174008
11,48.304471866634934
12,48.379823261529786
13,48.45517465642464
14,48.53052605131949
15,48.60587744621434
16,48.681228841109196
17,48.75658023600405
18,48.8319316308989
19,48.90728302579375
20,48.982634420688605
21,49.057985815583464
22,49.13333721047832
23,49.20868860537317
24,49.28404000026802
25,49.35939139516287
26,49.434742790057726
27,49.51009418495258
28,49.58544557984743
29,49.66079697474228
30,49.736148369637135
31,49.81149976453199
32,49.88685115942684
33,49.96220255432169
34,50.037553949216544
35,50.1129053441114
36,50.188256739006256
37,50.26360813390111
38,50.33895952879596
39,50.41431092369081
40,50.489662318585665
41,50.56501371348052
42,50.64036510837537
43,50.71571650327022
44,50.791067898165075
45,50.86641929305993
46,50.94177068795478
47,51.01712208284963
48,51.09247347774449
49,51.16782487263934
50,51.243176267534196
51,51.31852766242905
52,51.3938790573239
53,51.46923045221875
54,51.544581847113605
55,51.61993324200846
56,51.69528463690331
57,51.77063603179816
58,51.845987426693014
59,51.92133882158787
60,51.99669021648272
61,52.07204161137757
62,52.147393006272424
63,52.222744401167276
64,52.298095796062135
65,52.37344719095699
66,52.44879858585184
67,52.52414998074669
68,52.599501375641545
69,52.6748527705364
70,52.75020416543125
71,52.8255555603261
72,52.900906955220954
73,52.976258350115806
74,53.05160974501066
75,53.12696113990551
76,53.20231253480037
77,53.27766392969522
78,53.353015324590075
79,53.42836671948493
80,53.50371811437978
81,53.57906950927463
82,53.654420904169484
83,53.72977229906434
84,53.80512369395919
85,53.88047508885404
86,53.95582648374889
87,54.031177878643746
88,54.1065292735386
89,54.18188066843345
90,54.2572320633283
91,54.33258345822316
92,54.407934853118014
93,54.48328624801287
94,54.55863764290772
95,54.63398903780257
96,54.709340432697424
97,54.784691827592276
98,54.86004322248713
99,54.93539461738198
100,55.01074601227683
101,55.086097407171685
102,55.16144880206654
103,55.2368001969614
104,55.31215159185625
105,55.3875029867511
106,55.462854381645954
107,55.538205776540806
108,55.61355717143566
109,55.68890856633051
110,55.76425996122536
111,55.839611356120216
112,55.91496275101507
113,55.99031414590992
114,56.06566554080477
115,56.141016935699625
116,56.21636833059448
117,56.29171972548933
118,56.36707112038418
119,56.442422515279034
120,56.517773910173894
121,56.593125305068746
122,56.6684766999636
123,56.74382809485845
124,56.8191794897533
125,56.894530884648155
126,56.96988227954301
127,57.04523367443786
128,57.12058506933271
129,57.195936464227564
130,57.271287859122424
131,57.346639254017276
132,57.42199064891213
133,57.49734204380698
134,57.57269343870183
135,57.648044833596686
136,57.72339622849154
137,57.79874762338639
138,57.87409901828124
139,57.949450413176095
140,58.02480180807095
141,58.1001532029658
142,58.17550459786065
143,58.250855992755504
144,58.326207387650356
145,58.40155878254521
146,58.47691017744006
147,58.55226157233491
148,58.62761296722977
149,58.702964362124625
150,58.77831575701948
151,58.85366715191433
152,58.92901854680918
153,59.004369941704034
154,59.07972133659889
155,59.15507273149374
156,59.23042412638859
157,59.305775521283444
158,59.3811269161783
159,59.456478311073155
160,59.53182970596801
161,59.60718110086286
162,59.68253249575771
163,59.757883890652565
164,59.83323528554742
165,59.90858668044227
166,59.98393807533712
167,60.059289470231974
168,60.134640865126826
169,60.20999226002168
170,60.28534365491653
171,60.36069504981138
172,60.436046444706236
173,60.51139783960109
