,Regression
0,15.211371316416896
1,15.237664447382311
2,15.26395757834773
3,15.290250709313149
4,15.316543840278564
5,15.34283697124398
6,15.369130102209402
7,15.395423233174816
8,15.421716364140234
9,15.448009495105653
10,15.474302626071069
11,15.500595757036487
12,15.526888888001904
13,15.553182018967323
14,15.57947514993274
15,15.605768280898154
16,15.632061411863575
17,15.658354542828992
18,15.68464767379441
19,15.71094080475983
20,15.737233935725243
21,15.763527066690664
22,15.78982019765608
23,15.8161133286215
24,15.842406459586913
25,15.868699590552335
26,15.894992721517749
27,15.92128585248317
28,15.947578983448588
29,15.973872114414005
30,16.00016524537942
31,16.026458376344838
32,16.05275150731026
33,16.079044638275676
34,16.105337769241093
35,16.13163090020651
36,16.157924031171927
37,16.184217162137347
38,16.21051029310276
39,16.236803424068178
40,16.2630965550336
41,16.289389685999016
42,16.31568281696443
43,16.34197594792985
44,16.368269078895267
45,16.394562209860684
46,16.420855340826105
47,16.44714847179152
48,16.47344160275694
49,16.499734733722356
50,16.526027864687773
51,16.55232099565319
52,16.578614126618607
53,16.604907257584028
54,16.631200388549445
55,16.657493519514862
56,16.68378665048028
57,16.710079781445696
58,16.736372912411113
59,16.762666043376534
60,16.788959174341947
61,16.815252305307368
62,16.841545436272785
63,16.867838567238202
64,16.89413169820362
65,16.920424829169036
66,16.946717960134457
67,16.973011091099874
68,16.999304222065287
69,17.025597353030708
70,17.051890483996125
71,17.078183614961542
72,17.104476745926963
73,17.13076987689238
74,17.157063007857793
75,17.183356138823218
76,17.20964926978863
77,17.235942400754052
78,17.262235531719465
79,17.288528662684882
80,17.314821793650307
81,17.34111492461572
82,17.367408055581137
83,17.393701186546554
84,17.41999431751197
85,17.44628744847739
86,17.472580579442806
87,17.498873710408226
88,17.525166841373643
89,17.55145997233906
90,17.577753103304474
91,17.604046234269894
92,17.630339365235308
93,17.656632496200732
94,17.68292562716615
95,17.709218758131566
96,17.735511889096983
97,17.7618050200624
98,17.788098151027814
99,17.814391281993235
100,17.840684412958648
101,17.866977543924076
102,17.89327067488949
103,17.919563805854906
104,17.945856936820324
105,17.972150067785737
106,17.998443198751158
107,18.024736329716575
108,18.051029460681995
109,18.077322591647416
110,18.10361572261283
111,18.129908853578247
112,18.156201984543664
113,18.182495115509077
114,18.208788246474494
115,18.235081377439922
116,18.261374508405336
117,18.287667639370753
118,18.313960770336173
119,18.340253901301587
120,18.366547032267004
121,18.39284016323242
122,18.41913329419784
123,18.445426425163262
124,18.47171955612868
125,18.498012687094096
126,18.52430581805951
127,18.550598949024923
128,18.576892079990344
129,18.603185210955765
130,18.629478341921185
131,18.6557714728866
132,18.682064603852016
133,18.708357734817433
134,18.734650865782854
135,18.760943996748267
136,18.787237127713688
137,18.813530258679105
138,18.839823389644522
139,18.866116520609943
140,18.89240965157536
141,18.918702782540773
142,18.94499591350619
143,18.97128904447161
144,18.997582175437028
145,19.023875306402445
146,19.050168437367862
147,19.07646156833328
148,19.102754699298693
149,19.129047830264113
150,19.15534096122953
151,19.181634092194948
152,19.207927223160368
153,19.234220354125785
154,19.2605134850912
155,19.28680661605662
156,19.31309974702204
157,19.339392877987454
158,19.365686008952874
159,19.391979139918288
160,19.418272270883712
161,19.444565401849125
162,19.47085853281455
163,19.497151663779963
164,19.52344479474538
165,19.5497379257108
166,19.57603105667621
167,19.602324187641628
168,19.628617318607052
169,19.654910449572466
170,19.681203580537886
171,19.707496711503307
172,19.73378984246872
173,19.760082973434137
174,19.786376104399555
175,19.812669235364968
176,19.83896236633039
177,19.86525549729581
178,19.891548628261226
179,19.917841759226643
180,19.944134890192057
181,19.970428021157478
182,19.99672115212289
183,20.023014283088308
184,20.049307414053732
185,20.075600545019146
186,20.101893675984567
187,20.128186806949984
188,20.1544799379154
189,20.180773068880814
190,20.207066199846235
191,20.23335933081165
192,20.259652461777073
193,20.28594559274249
194,20.312238723707907
195,20.338531854673324
196,20.364824985638737
197,20.39111811660416
198,20.417411247569575
199,20.443704378535
200,20.469997509500413
201,20.496290640465826
202,20.522583771431247
203,20.548876902396664
204,20.575170033362078
205,20.601463164327495
206,20.627756295292922
207,20.654049426258336
208,20.680342557223753
209,20.706635688189174
210,20.732928819154587
211,20.759221950120004
212,20.78551508108542
213,20.811808212050842
214,20.838101343016262
215,20.86439447398168
216,20.890687604947097
217,20.91698073591251
218,20.943273866877924
219,20.969566997843344
220,20.995860128808765
221,21.022153259774186
222,21.0484463907396
223,21.074739521705016
224,21.101032652670433
225,21.127325783635854
226,21.153618914601267
227,21.179912045566688
228,21.206205176532105
229,21.232498307497522
230,21.258791438462943
231,21.28508456942836
232,21.311377700393773
233,21.33767083135919
234,21.36396396232461
235,21.390257093290025
236,21.416550224255445
237,21.442843355220862
238,21.46913648618628
239,21.495429617151693
240,21.521722748117114
241,21.54801587908253
242,21.57430901004795
243,21.60060214101337
244,21.626895271978782
245,21.653188402944203
246,21.67948153390962
247,21.70577466487504
248,21.732067795840454
249,21.758360926805874
250,21.784654057771288
251,21.810947188736712
252,21.83724031970213
253,21.86353345066755
254,21.889826581632963
255,21.91611971259838
256,21.9424128435638
257,21.968705974529207
258,21.994999105494628
259,22.021292236460052
260,22.047585367425466
261,22.073878498390883
262,22.100171629356304
263,22.126464760321717
264,22.152757891287138
265,22.179051022252555
266,22.20534415321797
267,22.231637284183392
268,22.257930415148806
269,22.284223546114227
270,22.310516677079644
271,22.336809808045057
272,22.36310293901048
273,22.38939606997589
274,22.415689200941316
275,22.44198233190673
276,22.468275462872146
277,22.494568593837567
278,22.520861724802984
279,22.5471548557684
280,22.573447986733818
281,22.59974111769923
282,22.626034248664645
283,22.652327379630073
284,22.67862051059549
285,22.70491364156091
286,22.731206772526328
287,22.75749990349174
288,22.783793034457158
289,22.810086165422568
290,22.836379296388003
291,22.86267242735341
292,22.88896555831883
293,22.915258689284247
294,22.94155182024966
295,22.967844951215078
296,22.9941380821805
297,23.020431213145923
298,23.046724344111336
299,23.073017475076753
300,23.09931060604217
301,23.12560373700759
302,23.151896867973004
303,23.17818999893842
304,23.204483129903842
305,23.23077626086926
306,23.25706939183468
307,23.283362522800086
308,23.30965565376551
309,23.33594878473093
310,23.362241915696345
311,23.38853504666177
312,23.414828177627182
313,23.4411213085926
314,23.467414439558016
315,23.493707570523434
316,23.520000701488854
317,23.54629383245427
318,23.572586963419692
319,23.598880094385105
