,Regression
0,27.619999999213032
1,27.607105435856475
2,27.594210872499925
3,27.58131630914337
4,27.56842174578681
5,27.555527182430254
6,27.5426326190737
7,27.52973805571715
8,27.5168434923606
9,27.503948929004043
10,27.49105436564749
11,27.478159802290936
12,27.46526523893438
13,27.452370675577825
14,27.43947611222127
15,27.426581548864718
16,27.413686985508164
17,27.400792422151607
18,27.387897858795057
19,27.375003295438503
20,27.362108732081946
21,27.349214168725396
22,27.33631960536884
23,27.323425042012293
24,27.31053047865573
25,27.297635915299182
26,27.284741351942625
27,27.271846788586068
28,27.258952225229518
29,27.24605766187296
30,27.23316309851641
31,27.22026853515985
32,27.207373971803303
33,27.194479408446746
34,27.181584845090192
35,27.168690281733635
36,27.15579571837708
37,27.14290115502053
38,27.13000659166397
39,27.117112028307425
40,27.10421746495087
41,27.091322901594314
42,27.078428338237764
43,27.0655337748812
44,27.05263921152465
45,27.039744648168092
46,27.02685008481155
47,27.01395552145499
48,27.001060958098435
49,26.988166394741878
50,26.975271831385328
51,26.96237726802877
52,26.949482704672214
53,26.936588141315664
54,26.92369357795911
55,26.910799014602556
56,26.897904451246003
57,26.885009887889446
58,26.872115324532892
59,26.85922076117634
60,26.846326197819785
61,26.833431634463228
62,26.82053707110668
63,26.807642507750124
64,26.794747944393567
65,26.78185338103701
66,26.76895881768046
67,26.756064254323906
68,26.743169690967356
69,26.730275127610803
70,26.717380564254245
71,26.704486000897692
72,26.691591437541142
73,26.67869687418458
74,26.66580231082803
75,26.652907747471474
76,26.640013184114924
77,26.62711862075837
78,26.61422405740181
79,26.601329494045263
80,26.588434930688706
81,26.57554036733215
82,26.56264580397559
83,26.549751240619038
84,26.536856677262488
85,26.52396211390593
86,26.511067550549377
87,26.498172987192827
88,26.48527842383627
89,26.472383860479717
90,26.459489297123167
91,26.44659473376661
92,26.433700170410056
93,26.420805607053502
94,26.40791104369695
95,26.395016480340395
96,26.382121916983838
97,26.369227353627284
98,26.35633279027073
99,26.343438226914177
100,26.330543663557624
101,26.317649100201074
102,26.30475453684452
103,26.29185997348796
104,26.278965410131413
105,26.26607084677485
106,26.253176283418302
107,26.240281720061745
108,26.227387156705195
109,26.21449259334864
110,26.201598029992084
111,26.188703466635534
112,26.17580890327897
113,26.162914339922423
114,26.150019776565863
115,26.137125213209313
116,26.124230649852763
117,26.111336086496205
118,26.09844152313965
119,26.08554695978309
120,26.07265239642654
121,26.059757833069987
122,26.046863269713434
123,26.033968706356877
124,26.021074143000327
125,26.00817957964377
126,25.995285016287216
127,25.982390452930666
128,25.96949588957411
129,25.956601326217555
130,25.943706762860998
131,25.930812199504448
132,25.91791763614789
133,25.905023072791337
134,25.892128509434787
135,25.87923394607823
136,25.86633938272168
137,25.853444819365123
138,25.840550256008573
139,25.827655692652016
140,25.814761129295462
141,25.801866565938912
142,25.78897200258235
143,25.7760774392258
144,25.763182875869244
145,25.750288312512694
146,25.737393749156137
147,25.724499185799584
148,25.711604622443033
149,25.698710059086476
150,25.685815495729923
151,25.672920932373373
152,25.66002636901681
153,25.647131805660262
154,25.634237242303705
155,25.621342678947148
156,25.6084481155906
157,25.59555355223404
158,25.582658988877487
159,25.56976442552093
160,25.55686986216438
161,25.543975298807826
162,25.531080735451273
163,25.518186172094715
164,25.505291608738162
165,25.492397045381608
166,25.47950248202505
167,25.466607918668497
168,25.453713355311947
169,25.440818791955394
170,25.427924228598837
171,25.41502966524229
172,25.40213510188573
173,25.389240538529176
174,25.376345975172626
175,25.363451411816072
176,25.350556848459515
177,25.337662285102958
178,25.32476772174641
179,25.31187315838985
180,25.298978595033297
181,25.286084031676744
182,25.273189468320194
183,25.26029490496364
184,25.247400341607083
185,25.234505778250533
186,25.221611214893976
187,25.20871665153743
188,25.19582208818086
189,25.182927524824308
190,25.17003296146776
191,25.157138398111204
192,25.144243834754647
193,25.131349271398097
194,25.11845470804154
195,25.105560144684983
196,25.092665581328436
197,25.07977101797188
198,25.066876454615326
199,25.05398189125877
200,25.04108732790222
201,25.028192764545665
202,25.015298201189108
203,25.002403637832554
204,24.989509074476
205,24.97661451111945
206,24.96371994776289
207,24.950825384406336
208,24.937930821049786
209,24.92503625769323
210,24.912141694336675
211,24.899247130980118
212,24.88635256762357
213,24.87345800426701
214,24.860563440910457
215,24.84766887755391
216,24.834774314197354
217,24.821879750840804
218,24.808985187484247
219,24.796090624127693
220,24.783196060771136
221,24.770301497414586
222,24.757406934058032
223,24.744512370701475
224,24.73161780734492
225,24.71872324398836
226,24.70582868063181
227,24.692934117275254
228,24.680039553918704
229,24.667144990562146
230,24.6542504272056
231,24.64135586384905
232,24.628461300492486
233,24.61556673713593
234,24.60267217377938
235,24.589777610422825
236,24.576883047066268
237,24.563988483709718
238,24.551093920353164
239,24.538199356996607
240,24.52530479364005
241,24.5124102302835
242,24.499515666926946
243,24.486621103570396
244,24.47372654021384
245,24.460831976857285
246,24.44793741350073
247,24.435042850144182
248,24.42214828678762
249,24.40925372343107
250,24.396359160074514
251,24.383464596717964
252,24.37057003336141
253,24.35767547000485
254,24.344780906648303
255,24.331886343291746
256,24.318991779935192
257,24.306097216578635
258,24.293202653222078
259,24.28030808986553
260,24.26741352650897
261,24.254518963152425
262,24.24162439979587
263,24.228729836439317
264,24.21583527308276
265,24.202940709726207
266,24.19004614636965
267,24.177151583013096
268,24.16425701965655
269,24.151362456299985
270,24.13846789294343
271,24.125573329586878
272,24.112678766230324
273,24.099784202873767
274,24.086889639517217
275,24.073995076160664
276,24.061100512804106
277,24.04820594944756
278,24.035311386091003
279,24.022416822734453
280,24.00952225937789
281,23.99662769602134
282,23.983733132664785
283,23.970838569308228
284,23.95794400595168
285,23.945049442595124
286,23.93215487923857
287,23.91926031588201
288,23.906365752525463
289,23.893471189168906
290,23.880576625812353
291,23.867682062455803
292,23.854787499099245
293,23.841892935742692
294,23.82899837238613
295,23.816103809029578
296,23.80320924567303
297,23.790314682316474
298,23.777420118959924
299,23.76452555560337
300,23.75163099224681
301,23.738736428890252
302,23.725841865533706
303,23.71294730217715
304,23.700052738820595
305,23.687158175464038
306,23.674263612107488
307,23.66136904875093
308,23.648474485394377
309,23.635579922037827
310,23.62268535868127
311,23.609790795324717
312,23.596896231968163
313,23.584001668611606
314,23.571107105255056
315,23.558212541898502
316,23.545317978541945
317,23.532423415185388
318,23.51952885182884
319,23.506634288472284
320,23.493739725115727
321,23.480845161759177
