,Regression
0,19.909068153216168
1,19.939947045762924
2,19.970825938309673
3,20.001704830856426
4,20.03258372340317
5,20.063462615949927
6,20.09434150849668
7,20.12522040104343
8,20.15609929359018
9,20.18697818613693
10,20.21785707868368
11,20.248735971230435
12,20.279614863777184
13,20.310493756323933
14,20.341372648870692
15,20.37225154141744
16,20.40313043396419
17,20.434009326510946
18,20.46488821905769
19,20.495767111604444
20,20.5266460041512
21,20.55752489669795
22,20.5884037892447
23,20.61928268179145
24,20.650161574338203
25,20.681040466884955
26,20.711919359431704
27,20.742798251978453
28,20.773677144525212
29,20.80455603707196
30,20.83543492961871
31,20.866313822165466
32,20.89719271471221
33,20.928071607258968
34,20.95895049980572
35,20.98982939235247
36,21.020708284899214
37,21.05158717744597
38,21.082466069992726
39,21.113344962539472
40,21.144223855086228
41,21.175102747632977
42,21.20598164017973
43,21.23686053272648
44,21.26773942527323
45,21.298618317819983
46,21.329497210366725
47,21.360376102913484
48,21.391254995460237
49,21.422133888006986
50,21.45301278055374
51,21.48389167310049
52,21.514770565647243
53,21.545649458193992
54,21.576528350740748
55,21.607407243287497
56,21.638286135834246
57,21.669165028381
58,21.700043920927747
59,21.730922813474503
60,21.761801706021245
61,21.792680598568005
62,21.82355949111476
63,21.854438383661503
64,21.885317276208262
65,21.91619616875501
66,21.94707506130176
67,21.97795395384851
68,22.008832846395265
69,22.039711738942017
70,22.070590631488766
71,22.10146952403552
72,22.13234841658227
73,22.16322730912902
74,22.194106201675773
75,22.22498509422252
76,22.25586398676928
77,22.286742879316026
78,22.317621771862783
79,22.34850066440953
80,22.37937955695628
81,22.410258449503036
82,22.441137342049785
83,22.472016234596534
84,22.502895127143287
85,22.533774019690036
86,22.56465291223679
87,22.59553180478354
88,22.62641069733029
89,22.65728958987705
90,22.688168482423798
91,22.71904737497055
92,22.7499262675173
93,22.780805160064048
94,22.811684052610804
95,22.842562945157557
96,22.873441837704306
97,22.90432073025105
98,22.935199622797807
99,22.96607851534456
