,Date,Unix,Ticker,DE Ratio,Stock Price,Stock Percent Change,S&P 500 Date,S&P 500 Value,SP500 Percent Change
72,2008-12-16 01:57:34,1229410654.0,aapl,N/A,94.75,,2008-12-16,"1768    913.179993
Name: Adj Close, dtype: float64",
73,2008-12-17 02:12:01,1229497921.0,aapl,N/A,95.43,,2008-12-17,"1767    904.419983
Name: Adj Close, dtype: float64",
74,2009-01-01 01:31:55,1230791515.0,aapl,N/A,85.35,,2009-01-01,"Series([], Name: Adj Close, dtype: float64)",
75,2009-01-12 07:25:12,1231763112.0,aapl,N/A,90.58,,2009-01-12,"1751    870.26001
Name: Adj Close, dtype: float64",
76,2009-10-22 17:48:46,1256248126.0,aapl,N/A,"<span id=""yfs_l10_aapl"">204.211</span>",,2009-10-22,"1554    1092.910034
Name: Adj Close, dtype: float64",
77,2009-11-12 14:53:38,1258055618.0,aapl,N/A,"<span id=""yfs_l10_aapl"">204.096</span>",,2009-11-12,"1539    1087.23999
Name: Adj Close, dtype: float64",
78,2011-05-22 15:41:19,1306093279.0,aapl,N/A,"<span id=""yfs_l10_aapl"">335.22</span>",,2011-05-22,"Series([], Name: Adj Close, dtype: float64)",
79,2011-09-02 04:10:00,1314951000.0,aapl,N/A,"<span id=""yfs_l10_aapl"">381.03</span>",,2011-09-02,"1084    1173.969971
Name: Adj Close, dtype: float64",
80,2011-09-24 00:15:37,1316837737.0,aapl,N/A,"<span id=""yfs_l10_aapl"">404.30</span>",,2011-09-24,"Series([], Name: Adj Close, dtype: float64)",
81,2011-09-24 05:43:35,1316857415.0,aapl,N/A,"<span id=""yfs_l10_aapl"">404.30</span>",,2011-09-24,"Series([], Name: Adj Close, dtype: float64)",
82,2011-10-08 05:59:01,1318067941.0,aapl,N/A,"<span id=""yfs_l10_aapl"">369.80</span>",,2011-10-08,"Series([], Name: Adj Close, dtype: float64)",
83,2011-10-14 06:15:31,1318587331.0,aapl,N/A,"<span id=""yfs_l10_aapl"">408.43</span>",,2011-10-14,"1055    1224.579956
Name: Adj Close, dtype: float64",
84,2011-11-03 17:19:46,1320355186.0,aapl,N/A,"<span id=""yfs_l10_aapl"">399.21</span>",,2011-11-03,"1041    1261.150024
Name: Adj Close, dtype: float64",
85,2012-01-08 08:59:52,1326031192.0,aapl,N/A,"<span id=""yfs_l10_aapl"">422.40</span>",,2012-01-08,"Series([], Name: Adj Close, dtype: float64)",
86,2012-05-15 15:13:11,1337109191.0,aapl,N/A,"_aapl"">559.26",,2012-05-15,"909    1330.660034
Name: Adj Close, dtype: float64",
87,2012-09-23 15:53:29,1348430009.0,aapl,N/A,"_aapl"">700.09",,2012-09-23,"Series([], Name: Adj Close, dtype: float64)",
88,2012-10-11 20:20:07,1350001207.0,aapl,N/A,"_aapl"">628.10",,2012-10-11,"805    1432.839966
Name: Adj Close, dtype: float64",
89,2012-10-21 05:19:34,1350811174.0,aapl,N/A,"_aapl"">609.84",,2012-10-21,"Series([], Name: Adj Close, dtype: float64)",
90,2013-01-20 19:31:49,1358728309.0,aapl,N/A,"_aapl"">500.00",,2013-01-20,"Series([], Name: Adj Close, dtype: float64)",
91,2013-04-23 03:01:29,1366700489.0,aapl,N/A,"_aapl"">398.67",,2013-04-23,"675    1578.780029
Name: Adj Close, dtype: float64",
92,2013-05-16 23:28:32,1368761312.0,aapl,N/A,"_aapl"">434.58",,2013-05-16,"658    1650.469971
Name: Adj Close, dtype: float64",
93,2013-08-11 02:30:32,1376202632.0,aapl,13.75,"_aapl"">454.45",,2013-08-11,"Series([], Name: Adj Close, dtype: float64)",
94,2013-06-19 09:57:38,1371650258.0,abbv,512.61,"_abbv"">43.54",,2013-06-19,"635    1628.930054
Name: Adj Close, dtype: float64",
95,2003-10-26 16:06:32,1067198792.0,abc,0.592,57.01,,2003-10-26,"Series([], Name: Adj Close, dtype: float64)",
96,2004-01-28 07:37:34,1075293454.0,abc,0.429,56.36,,2004-01-28,"2999    1128.47998
Name: Adj Close, dtype: float64",
97,2004-05-16 19:24:15,1084749855.0,abc,0.412,58.97,,2004-05-16,"Series([], Name: Adj Close, dtype: float64)",
98,2004-10-20 01:31:26,1098250286.0,abc,0.331,52.10,,2004-10-20,"2815    1103.660034
Name: Adj Close, dtype: float64",
99,2005-01-08 07:45:42,1105188342.0,abc,0.332,57.90,,2005-01-08,"Series([], Name: Adj Close, dtype: float64)",
100,2005-03-30 19:52:42,1112226762.0,abc,0.291,55.44,,2005-03-30,"2705    1181.410034
Name: Adj Close, dtype: float64",
101,2005-05-26 01:50:44,1117086644.0,abc,0.23,65.93,,2005-05-26,"2664    1197.619995
Name: Adj Close, dtype: float64",
102,2005-12-04 08:46:13,1133703973.0,abc,0.223,79.46,,2005-12-04,"Series([], Name: Adj Close, dtype: float64)",
103,2007-02-20 06:12:02,1171969922.0,abc,0.308,54.90,,2007-02-20,"2229    1459.680054
Name: Adj Close, dtype: float64",
104,2007-04-05 16:11:07,1175803867.0,abc,0.308,53.94,,2007-04-05,"2197    1443.76001
Name: Adj Close, dtype: float64",
105,2008-01-23 20:34:05,1201138445.0,abc,0.396,45.55,,2008-01-23,"1996    1338.599976
Name: Adj Close, dtype: float64",
106,2009-02-09 08:47:34,1234187254.0,abc,N/A,38.76,,2009-02-09,"1732    869.890015
Name: Adj Close, dtype: float64",
107,2010-08-21 11:26:32,1282404392.0,abc,N/A,"<span id=""yfs_l10_abc"">28.92</span>",,2010-08-21,"Series([], Name: Adj Close, dtype: float64)",
108,2011-07-08 00:04:15,1310097855.0,abc,42.86,"<span id=""yfs_l10_abc"">43.05</span>",,2011-07-08,"1124    1343.800049
Name: Adj Close, dtype: float64",
109,2012-02-28 18:01:38,1330470098.0,abc,66.41,"_abc"">37.75",,2012-02-28,"963    1372.180054
Name: Adj Close, dtype: float64",
110,2013-04-25 01:02:00,1366866120.0,abc,59.73,"_abc"">55.82",,2013-04-25,"673    1585.160034
Name: Adj Close, dtype: float64",
111,2004-09-20 13:31:02,1095701462.0,abt,0.543,42.92,,2004-09-20,"2837    1122.199951
Name: Adj Close, dtype: float64",
112,2004-10-23 22:48:08,1098586088.0,abt,0.543,40.86,,2004-10-23,"Series([], Name: Adj Close, dtype: float64)",
113,2005-01-25 12:44:11,1106675051.0,abt,0.508,45.93,,2005-01-25,"2749    1168.410034
Name: Adj Close, dtype: float64",
114,2005-02-28 19:21:54,1109636514.0,abt,0.508,45.61,,2005-02-28,"2726    1203.599976
Name: Adj Close, dtype: float64",
115,2006-06-17 18:01:01,1150581661.0,abt,0.436,42.78,,2006-06-17,"Series([], Name: Adj Close, dtype: float64)",
116,2006-07-18 12:32:14,1153240334.0,abt,0.436,44.48,,2006-07-18,"2377    1236.859985
Name: Adj Close, dtype: float64",
117,2007-01-13 21:19:42,1168741182.0,abt,0.604,50.45,,2007-01-13,"Series([], Name: Adj Close, dtype: float64)",
118,2007-03-23 02:47:40,1174632460.0,abt,0.883,54.50,,2007-03-23,"2206    1436.109985
Name: Adj Close, dtype: float64",
119,2007-04-10 20:13:09,1176250389.0,abt,0.883,57.11,,2007-04-10,"2195    1448.390015
Name: Adj Close, dtype: float64",
120,2007-06-03 02:36:35,1180852595.0,abt,0.871,56.30,,2007-06-03,"Series([], Name: Adj Close, dtype: float64)",
121,2007-07-04 07:59:19,1183550359.0,abt,0.871,54.32,,2007-07-04,"Series([], Name: Adj Close, dtype: float64)",
122,2008-01-23 23:41:45,1201149705.0,abt,0.784,57.97,,2008-01-23,"1996    1338.599976
Name: Adj Close, dtype: float64",
123,2008-04-28 03:46:55,1209368815.0,abt,0.687,51.28,,2008-04-28,"1930    1396.369995
Name: Adj Close, dtype: float64",
124,2008-10-23 21:57:42,1224813462.0,abt,0.732,55.02,,2008-10-23,"1805    908.109985
Name: Adj Close, dtype: float64",
125,2008-12-25 05:30:56,1230201056.0,abt,0.546,52.65,,2008-12-25,"Series([], Name: Adj Close, dtype: float64)",
126,2011-08-05 04:11:33,1312531893.0,abt,76.17,"<span id=""yfs_l10_abt"">48.77</span>",,2011-08-05,"1104    1199.380005
Name: Adj Close, dtype: float64",
127,2011-09-02 09:24:27,1314969867.0,abt,68.83,"<span id=""yfs_l10_abt"">51.94</span>",,2011-09-02,"1084    1173.969971
Name: Adj Close, dtype: float64",
128,2011-11-02 06:21:21,1320229281.0,abt,68.83,"<span id=""yfs_l10_abt"">52.76</span>",,2011-11-02,"1042    1237.900024
Name: Adj Close, dtype: float64",
129,2012-01-01 23:13:40,1325477620.0,abt,67.73,"<span id=""yfs_l10_abt"">56.23</span>",,2012-01-01,"Series([], Name: Adj Close, dtype: float64)",
130,2012-03-02 20:56:30,1330739790.0,abt,62.85,"_abt"">57.39",,2012-03-02,"960    1369.630005
Name: Adj Close, dtype: float64",
131,2012-03-30 05:44:15,1333100655.0,abt,62.85,"_abt"">60.98",,2012-03-30,"940    1408.469971
Name: Adj Close, dtype: float64",
132,2012-07-04 23:46:24,1341459984.0,abt,65.17,"_abt"">64.83",,2012-07-04,"Series([], Name: Adj Close, dtype: float64)",
133,2013-05-08 18:10:02,1368051002.0,abt,76.36,"_abt"">36.06",,2013-05-08,"664    1632.689941
Name: Adj Close, dtype: float64",
134,2013-08-18 07:12:45,1376824365.0,abt,35.38,"_abt"">34.97",,2013-08-18,"Series([], Name: Adj Close, dtype: float64)",
135,2004-08-16 22:53:27,1092711207.0,ace,0.26,39.10,,2004-08-16,"2861    1079.339966
Name: Adj Close, dtype: float64",
136,2004-10-10 11:27:42,1097422062.0,ace,0.26,41.04,,2004-10-10,"Series([], Name: Adj Close, dtype: float64)",
137,2005-01-13 13:27:29,1105640849.0,ace,0.21,42.76,,2005-01-13,"2756    1177.449951
Name: Adj Close, dtype: float64",
138,2007-02-20 18:32:05,1172014325.0,ace,0.171,58.60,,2007-02-20,"2229    1459.680054
Name: Adj Close, dtype: float64",
139,2007-04-05 15:54:06,1175802846.0,ace,0.171,57.24,,2007-04-05,"2197    1443.76001
Name: Adj Close, dtype: float64",
140,2008-01-23 21:48:58,1201142938.0,ace,0.154,59.98,,2008-01-23,"1996    1338.599976
Name: Adj Close, dtype: float64",
141,2010-07-18 23:43:13,1279510993.0,ace,N/A,"<span id=""yfs_l10_ace"">53.70</span>",,2010-07-18,"Series([], Name: Adj Close, dtype: float64)",
142,2010-12-07 07:29:30,1291724970.0,ace,23.09,"<span id=""yfs_l10_ace"">59.06</span>",,2010-12-07,"1271    1223.75
Name: Adj Close, dtype: float64",
143,2011-08-11 20:49:00,1313110140.0,ace,27.70,"<span id=""yfs_l10_ace"">63.42</span>",,2011-08-11,"1100    1172.640015
Name: Adj Close, dtype: float64",
144,2013-04-23 04:24:03,1366705443.0,ace,24.94,"_ace"">89.27",,2013-04-23,"675    1578.780029
Name: Adj Close, dtype: float64",
145,2013-05-16 15:08:57,1368731337.0,ace,27.94,"_ace"">92.58",,2013-05-16,"658    1650.469971
Name: Adj Close, dtype: float64",
146,2003-12-15 23:12:24,1071547944.0,aci,1.074,30.78,,2003-12-15,"3028    1068.040039
Name: Adj Close, dtype: float64",
147,2005-01-24 04:33:07,1106559187.0,aci,1.18,34.52,,2005-01-24,"2750    1163.75
Name: Adj Close, dtype: float64",
148,2005-02-05 03:36:51,1107592611.0,aci,1.18,38.40,,2005-02-05,"Series([], Name: Adj Close, dtype: float64)",
149,2005-03-30 06:50:28,1112179828.0,aci,0.936,41.15,,2005-03-30,"2705    1181.410034
Name: Adj Close, dtype: float64",
150,2006-05-24 04:17:01,1148458621.0,aci,0.854,46.39,,2006-05-24,"2414    1258.569946
Name: Adj Close, dtype: float64",
151,2007-03-11 21:41:07,1173663667.0,aci,0.86,30.08,,2007-03-11,"Series([], Name: Adj Close, dtype: float64)",
152,2007-04-07 18:52:27,1175986347.0,aci,0.86,33.93,,2007-04-07,"Series([], Name: Adj Close, dtype: float64)",
153,2008-03-02 17:50:27,1204498227.0,aci,0.851,51.09,,2008-03-02,"Series([], Name: Adj Close, dtype: float64)",
154,2008-06-05 02:23:56,1212647036.0,aci,0.899,67.52,,2008-06-05,"1903    1404.050049
Name: Adj Close, dtype: float64",
155,2008-10-08 20:51:28,1223513488.0,aci,0.772,25.11,,2008-10-08,"1816    984.940002
Name: Adj Close, dtype: float64",
156,2008-12-05 05:35:57,1228473357.0,aci,0.767,11.93,,2008-12-05,"1775    876.070007
Name: Adj Close, dtype: float64",
157,2009-08-01 05:52:40,1249120360.0,aci,N/A,"<span id=""yfs_l10_aci"">17.41</span>",,2009-08-01,"Series([], Name: Adj Close, dtype: float64)",
158,2011-08-18 01:16:41,1313644601.0,aci,118.77,"<span id=""yfs_l10_aci"">19.70</span>",,2011-08-18,"1095    1140.650024
Name: Adj Close, dtype: float64",
159,2012-07-26 21:31:10,1343352670.0,aci,113.56,"_aci"">5.26",,2012-07-26,"859    1360.02002
Name: Adj Close, dtype: float64",
160,2012-11-04 10:32:06,1352043126.0,aci,144.73,"_aci"">8.26",,2012-11-04,"Series([], Name: Adj Close, dtype: float64)",
161,2013-04-23 05:25:15,1366709115.0,aci,179.32,"_aci"">4.89",,2013-04-23,"675    1578.780029
Name: Adj Close, dtype: float64",
162,2013-04-25 06:05:53,1366884353.0,aci,179.32,"_aci"">4.76",,2013-04-25,"673    1585.160034
Name: Adj Close, dtype: float64",
163,2003-11-08 10:24:47,1068305087.0,acn,0.076,25.05,,2003-11-08,"Series([], Name: Adj Close, dtype: float64)",
164,2004-11-28 23:13:49,1101701629.0,acn,0.023,25.94,,2004-11-28,"Series([], Name: Adj Close, dtype: float64)",
165,2004-12-10 06:26:24,1102677984.0,acn,0.023,26.20,,2004-12-10,"2779    1188.0
Name: Adj Close, dtype: float64",
166,2005-02-10 03:10:56,1108023056.0,acn,0.023,25.51,,2005-02-10,"2737    1197.01001
Name: Adj Close, dtype: float64",
167,2005-04-04 05:07:40,1112605660.0,acn,0.023,24.44,,2005-04-04,"2702    1176.119995
Name: Adj Close, dtype: float64",
168,2005-09-04 02:06:58,1125814018.0,acn,0.04,25.31,,2005-09-04,"Series([], Name: Adj Close, dtype: float64)",
169,2006-06-03 23:44:14,1149392654.0,acn,0.045,27.89,,2006-06-03,"Series([], Name: Adj Close, dtype: float64)",
170,2006-08-22 00:50:41,1156222241.0,acn,0.034,28.57,,2006-08-22,"2352    1298.819946
Name: Adj Close, dtype: float64",
171,2006-08-22 06:44:05,1156243445.0,acn,0.034,28.57,,2006-08-22,"2352    1298.819946
Name: Adj Close, dtype: float64",
172,2006-08-27 03:22:58,1156663378.0,acn,0.034,28.36,,2006-08-27,"Series([], Name: Adj Close, dtype: float64)",
173,2006-11-02 16:40:55,1162500055.0,acn,0.027,32.96,,2006-11-02,"2301    1367.339966
Name: Adj Close, dtype: float64",
174,2006-11-11 01:01:42,1163224902.0,acn,0.027,33.87,,2006-11-11,"Series([], Name: Adj Close, dtype: float64)",
175,2006-12-03 00:17:12,1165123032.0,acn,0.027,33.81,,2006-12-03,"Series([], Name: Adj Close, dtype: float64)",
176,2007-03-14 19:10:39,1173913839.0,acn,0.018,35.39,,2007-03-14,"2213    1387.170044
Name: Adj Close, dtype: float64",
177,2007-05-05 07:47:14,1178365634.0,acn,0.015,39.10,,2007-05-05,"Series([], Name: Adj Close, dtype: float64)",
178,2007-06-05 04:17:34,1181031454.0,acn,0.015,41.24,,2007-06-05,"2156    1530.949951
Name: Adj Close, dtype: float64",
179,2007-07-06 07:06:36,1183719996.0,acn,0.015,42.81,,2007-07-06,"2134    1530.439941
Name: Adj Close, dtype: float64",
180,2008-04-07 01:42:51,1207546971.0,acn,0.004,36.77,,2008-04-07,"1945    1372.540039
Name: Adj Close, dtype: float64",
181,2008-10-18 23:21:07,1224386467.0,acn,0.003,31.40,,2008-10-18,"Series([], Name: Adj Close, dtype: float64)",
182,2008-12-02 16:28:13,1228253293.0,acn,0.003,29.98,,2008-12-02,"1778    848.809998
Name: Adj Close, dtype: float64",
183,2008-12-21 20:10:46,1229908246.0,acn,0.001,32.21,,2008-12-21,"Series([], Name: Adj Close, dtype: float64)",
184,2009-08-10 19:40:05,1249947605.0,acn,N/A,"<span id=""yfs_l10_acn"">35.85</span>",,2009-08-10,"1606    1007.099976
Name: Adj Close, dtype: float64",
185,2011-09-01 16:51:37,1314910297.0,acn,0.11,"<span id=""yfs_l10_acn"">53.62</span>",,2011-09-01,"1085    1204.420044
Name: Adj Close, dtype: float64",
186,2011-11-08 00:40:19,1320730819.0,acn,0.10,"<span id=""yfs_l10_acn"">58.00</span>",,2011-11-08,"1038    1275.920044
Name: Adj Close, dtype: float64",
187,2012-02-29 00:47:01,1330494421.0,acn,0.15,"_acn"">59.76",,2012-02-29,"962    1365.680054
Name: Adj Close, dtype: float64",
188,2012-11-04 02:11:28,1352013088.0,acn,0.00,"_acn"">67.91",,2012-11-04,"Series([], Name: Adj Close, dtype: float64)",
189,2013-04-23 04:45:22,1366706722.0,acn,0.00,"_acn"">74.94",,2013-04-23,"675    1578.780029
Name: Adj Close, dtype: float64",
190,2013-05-10 03:17:29,1368170249.0,acn,0.00,"_acn"">80.09",,2013-05-10,"662    1633.699951
Name: Adj Close, dtype: float64",
191,2013-05-12 08:27:29,1368361649.0,act,177.28,"_act"">119.86",,2013-05-12,"Series([], Name: Adj Close, dtype: float64)",
192,2004-01-25 05:32:05,1075026725.0,adbe,0,38.04,,2004-01-25,"Series([], Name: Adj Close, dtype: float64)",
193,2004-08-21 23:10:00,1093144200.0,adbe,0,46.09,,2004-08-21,"Series([], Name: Adj Close, dtype: float64)",
194,2004-11-12 17:19:37,1100297977.0,adbe,0,58.10,,2004-11-12,"2798    1184.170044
Name: Adj Close, dtype: float64",
