Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-06-01,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,4202.0400390625,2099602000,^GSPC
2021-06-01,125.08000183105469,125.3499984741211,123.94499969482422,124.27999877929688,124.27999877929688,63460425,AAPL
2021-06-01,251.22999572753906,251.27000427246094,246.97999572753906,247.39999389648438,247.39999389648438,21758933,MSFT
