Date,Open,High,Low,Close,Adj Close,Volume,ticker
2021-05-28,125.56999969482422,125.80000305175781,124.55000305175781,124.61000061035156,124.61000061035156,71311100,AAPL
2021-06-01,125.08000183105469,125.3499984741211,123.94499969482422,124.27999877929688,124.27999877929688,63460425,AAPL
2021-05-28,251.0,252.0800018310547,249.55999755859375,249.67999267578125,249.67999267578125,18270200,MSFT
2021-06-01,251.22999572753906,251.27000427246094,246.97999572753906,247.39999389648438,247.39999389648438,21758933,MSFT
