,Date,Close
0,2011-01-03,55.81999969482422
1,2011-01-04,55.56999969482422
2,2011-01-05,55.2400016784668
3,2011-01-06,54.38999938964844
4,2011-01-07,53.33000183105469
5,2011-01-10,53.849998474121094
6,2011-01-11,53.900001525878906
7,2011-01-12,54.59000015258789
8,2011-01-13,54.66999816894531
9,2011-01-14,54.630001068115234
10,2011-01-18,54.66999816894531
11,2011-01-19,54.45000076293945
12,2011-01-20,54.880001068115234
13,2011-01-21,55.0
14,2011-01-24,55.619998931884766
15,2011-01-25,56.22999954223633
16,2011-01-26,56.20000076293945
17,2011-01-27,56.630001068115234
18,2011-01-28,55.810001373291016
19,2011-01-31,56.2599983215332
20,2011-02-01,56.810001373291016
21,2011-02-02,56.709999084472656
22,2011-02-03,57.25
23,2011-02-04,57.40999984741211
24,2011-02-07,57.18000030517578
25,2011-02-08,57.880001068115234
26,2011-02-09,58.810001373291016
27,2011-02-10,58.459999084472656
28,2011-02-11,58.9900016784668
29,2011-02-14,58.84000015258789
30,2011-02-15,59.349998474121094
31,2011-02-16,59.459999084472656
32,2011-02-17,59.779998779296875
33,2011-02-18,60.91999816894531
34,2011-02-22,60.529998779296875
35,2011-02-23,60.41999816894531
36,2011-02-24,59.33000183105469
37,2011-02-25,59.599998474121094
38,2011-02-28,59.93000030517578
39,2011-03-01,59.220001220703125
40,2011-03-02,58.810001373291016
41,2011-03-03,59.04999923706055
42,2011-03-04,59.18000030517578
43,2011-03-07,58.959999084472656
44,2011-03-08,59.060001373291016
45,2011-03-09,59.400001525878906
46,2011-03-10,58.52000045776367
47,2011-03-11,58.880001068115234
48,2011-03-14,58.86000061035156
49,2011-03-15,58.52000045776367
50,2011-03-16,58.04999923706055
51,2011-03-17,58.68000030517578
52,2011-03-18,58.060001373291016
53,2011-03-21,58.95000076293945
54,2011-03-22,58.279998779296875
55,2011-03-23,58.43000030517578
56,2011-03-24,58.83000183105469
57,2011-03-25,58.97999954223633
58,2011-03-28,58.90999984741211
