,Date,Close
0,2011-01-03,28.770000457763672
1,2011-01-04,28.2450008392334
2,2011-01-05,28.190000534057617
3,2011-01-06,28.03499984741211
4,2011-01-07,27.924999237060547
5,2011-01-10,27.565000534057617
6,2011-01-11,27.84000015258789
7,2011-01-12,28.575000762939453
8,2011-01-13,28.540000915527344
9,2011-01-14,28.834999084472656
10,2011-01-18,28.469999313354492
11,2011-01-19,28.405000686645508
12,2011-01-20,28.739999771118164
13,2011-01-21,29.05500030517578
14,2011-01-24,29.31999969482422
15,2011-01-25,29.204999923706055
16,2011-01-26,29.18000030517578
17,2011-01-27,29.239999771118164
18,2011-01-28,28.4950008392334
19,2011-01-31,28.790000915527344
20,2011-02-01,29.264999389648438
21,2011-02-02,28.549999237060547
22,2011-02-03,28.43000030517578
23,2011-02-04,28.735000610351562
24,2011-02-07,29.350000381469727
25,2011-02-08,28.950000762939453
26,2011-02-09,28.510000228881836
27,2011-02-10,28.34000015258789
28,2011-02-11,28.610000610351562
29,2011-02-14,28.514999389648438
30,2011-02-15,28.559999465942383
31,2011-02-16,28.924999237060547
32,2011-02-17,29.639999389648438
33,2011-02-18,29.540000915527344
34,2011-02-22,28.979999542236328
35,2011-02-23,28.78499984741211
36,2011-02-24,28.610000610351562
37,2011-02-25,28.920000076293945
38,2011-02-28,29.43000030517578
39,2011-03-01,28.774999618530273
40,2011-03-02,28.295000076293945
41,2011-03-03,28.905000686645508
42,2011-03-04,28.709999084472656
43,2011-03-07,28.3799991607666
44,2011-03-08,28.594999313354492
45,2011-03-09,28.405000686645508
46,2011-03-10,27.850000381469727
47,2011-03-11,27.774999618530273
48,2011-03-14,26.950000762939453
49,2011-03-15,25.44499969482422
50,2011-03-16,25.334999084472656
51,2011-03-17,25.225000381469727
52,2011-03-18,25.334999084472656
53,2011-03-21,26.264999389648438
54,2011-03-22,26.420000076293945
55,2011-03-23,26.229999542236328
56,2011-03-24,26.53499984741211
57,2011-03-25,26.325000762939453
58,2011-03-28,26.350000381469727
59,2011-03-29,26.075000762939453
60,2011-03-30,26.260000228881836
61,2011-03-31,26.389999389648438
62,2011-04-01,26.75
63,2011-04-04,27.174999237060547
64,2011-04-05,27.184999465942383
65,2011-04-06,27.375
66,2011-04-07,27.1299991607666
67,2011-04-08,26.829999923706055
68,2011-04-11,26.915000915527344
69,2011-04-12,26.559999465942383
70,2011-04-13,26.204999923706055
71,2011-04-14,26.0
72,2011-04-15,26.125
73,2011-04-18,25.790000915527344
74,2011-04-19,26.010000228881836
75,2011-04-20,26.610000610351562
76,2011-04-21,26.829999923706055
77,2011-04-25,26.610000610351562
78,2011-04-26,26.954999923706055
79,2011-04-27,27.145000457763672
80,2011-04-28,28.5
81,2011-04-29,28.094999313354492
82,2011-05-02,28.075000762939453
83,2011-05-03,28.020000457763672
84,2011-05-04,27.7549991607666
85,2011-05-05,27.584999084472656
86,2011-05-06,27.545000076293945
87,2011-05-09,27.350000381469727
88,2011-05-10,27.440000534057617
89,2011-05-11,27.05500030517578
90,2011-05-12,27.3799991607666
91,2011-05-13,27.010000228881836
92,2011-05-16,26.764999389648438
93,2011-05-17,26.924999237060547
94,2011-05-18,25.225000381469727
95,2011-05-19,25.18000030517578
96,2011-05-20,24.78499984741211
97,2011-05-23,24.40999984741211
98,2011-05-24,24.614999771118164
99,2011-05-25,24.649999618530273
100,2011-05-26,24.795000076293945
101,2011-05-27,24.0
102,2011-05-31,23.895000457763672
103,2011-06-01,23.31999969482422
104,2011-06-02,23.315000534057617
105,2011-06-03,23.235000610351562
106,2011-06-06,22.774999618530273
107,2011-06-07,22.739999771118164
108,2011-06-08,22.434999465942383
109,2011-06-09,22.56999969482422
110,2011-06-10,22.43000030517578
111,2011-06-13,22.639999389648438
112,2011-06-14,23.2450008392334
